DOC333,Revision1,,
Instructions:,,,
Add genes symbols and/or transcripts to a panel in Moka,,,
Add panel description to Moka,,,
Answer following questions,,,
Please save this as a CSV file.,,,
,,,
1. Pan number of bed file to be created,Pan5149,,
2. Panel description/name (fill in a-c from Moka),,,
2. a) Category,VCP3,,
2. b) SubCategory,3/5UTR +/-30bp Pan3608 + Pan5167 with additional genes,,
2. c) Panel,VCP3_Variant_+/-30bp_3/5UTR +/-30bp Pan3608 + Pan5167 with additional genes,,
3a). Is this BED file used for Exome depth?,Yes,,
3b). Is this BED file used to generate read counts or filter calls?,Readcount,,
4. a) Is this BED file exclusively based on coordinates provided by a supplier? ,No,,
4. b) If yes does this need further padding?,No,,
5. a) Should specific transcripts be used to create the bed file? (as opposed to all transcripts for a gene),Yes,,
5. b) If specific transcripts are to be used have you provided multiple transcripts for the same gene? (if Yes please state),Yes,,
"6. What padding is required around the exons?(usually 10,30 or 50bp)",30bp,,
7. a) Should UTRs be included for ALL genes?,Yes,,
7. b) Should UTRs be padded? and if so by how much,30bp 3and5UTR,,
8. a) Are UTRs required for SOME genes? ,NA,,
8. b) Please list genes/transcripts,NA,,
8. c) Should UTRs be padded? and if so by how much,No,,
9. Any additional BED files to be included in this BED file?,Pan3608 Pan5167,,
10. Are any further regions required to be added?,Yes - see below (Pan5167),,
11. Are there any regions in the below transcripts that should be excluded?,No,,
Requested by:,Michael Yau,,
MME,NM_000902,HGNC:7154,
MOG,NM_206809,HGNC:7197,
MORC2,NM_014941,HGNC:23573,
MPIG6B,NM_138272,HGNC:13937,
MPL,NM_005373,HGNC:7217,
MPLKIP,NM_138701,HGNC:16002,
MPV17,NM_002437,HGNC:7224,
MPZ,NM_000530,HGNC:7225,
MRE11,NM_005591,HGNC:7230,
MRTFA,NM_020831,HGNC:14334,
MSTO1,NM_018116,HGNC:29678,
MTFMT,NM_139242,HGNC:29666,
MTHFR,NM_005957,HGNC:7436,
MTM1,NM_000252,HGNC:7448,
MTMR1,NM_001306144,HGNC:7449,
MTMR14,NM_001077525,HGNC:26190,
MTMR2,NM_016156,HGNC:7450,
MTPAP,NM_018109,HGNC:25532,
MTRFR,NM_152269,HGNC:26784,
MTTP,NM_001386140,HGNC:7467,
MYBPC1,NM_002465,HGNC:7549,
MYBPC3,NM_000256,HGNC:7551,
MYF5,NM_005593,HGNC:7565,
MYH14,NM_001145809,HGNC:23212,
MYH2,NM_017534,HGNC:7572,
MYH3,NM_002470,HGNC:7573,
MYH7,NM_000257,HGNC:7577,
MYH8,NM_002472,HGNC:7578,
MYH9,NM_002473,HGNC:7579,
MYL1,NM_079420,HGNC:7582,
MYL2,NM_000432,HGNC:7583,
MYMK,NM_001080483,HGNC:33778,
MYO18B,NM_032608,HGNC:18150,
MYOD1,NM_002478,HGNC:7611,
MYORG,NM_020702,HGNC:19918,
MYOT,NM_006790,HGNC:12399,
MYPN,NM_032578,HGNC:23246,
NAGA,NM_000262,HGNC:7631,
NBEA,NM_001385012,HGNC:7648,
NBEAL2,NM_015175,HGNC:31928,
NDRG1,NM_006096,HGNC:7679,
NDUFA1,NM_004541,HGNC:7683,
NDUFA10,NM_004544,HGNC:7684,
NDUFAF5,NM_024120,HGNC:15899,
NDUFAF6,NM_152416,HGNC:28625,
NDUFS1,NM_005006,HGNC:7707,
NDUFS4,NM_002495,HGNC:7711,
NDUFS7,NM_024407,HGNC:7714,
NDUFS8,NM_002496,HGNC:7715,
NDUFV1,NM_007103,HGNC:7716,
NEB,NM_001271208,HGNC:7720,
NEDD4,NM_006154,HGNC:7727,
NEFH,NM_021076,HGNC:7737,
NEFL,NM_006158,HGNC:7739,
NEK1,NM_001199397,HGNC:7744,
NGF,NM_002506,HGNC:7808,
NGLY1,NM_018297,HGNC:17646,
NHEJ1,NM_024782,HGNC:25737,
NHLRC1,NM_198586,HGNC:21576,
NIPA1,NM_144599,HGNC:17043,
NKX2-1,NM_001079668,HGNC:11825,
NKX6-2,NM_177400,HGNC:19321,
NOP56,NM_006392,HGNC:15911,
NOTCH3,NM_000435,HGNC:7883,
NPC1,NM_000271,HGNC:7897,
NPC2,NM_006432,HGNC:14537,
NR4A2,NM_006186,HGNC:7981,
NSUN2,NM_017755,HGNC:25994,
NT5C2,NM_012229,HGNC:8022,
NTRK1,NM_002529,HGNC:8031,
OCLN,NM_002538,HGNC:8104,
OCRL,NM_000276,HGNC:8108,
OPA1,NM_130837,HGNC:8140,
OPA3,NM_001017989,HGNC:8142,
OPTN,NM_001008211,HGNC:17142,
ORAI1,NM_032790,HGNC:25896,
P2RX1,NM_002558,HGNC:8533,
P2RY12,NM_022788,HGNC:18124,
PAH,NM_000277,HGNC:8582,
PALB2,NM_024675,HGNC:26144,
PANK2,NM_153638,HGNC:15894,
PARK7,NM_007262,HGNC:16369,
PAX7,NM_002584,HGNC:8621,
PCCA,NM_000282,HGNC:8653,
PCCB,NM_000532,HGNC:8654,
PCDH12,NM_016580,HGNC:8657,
PDE10A,NM_001130690,HGNC:8772,
PDE2A,NM_002599,HGNC:8777,
PDGFB,NM_002608,HGNC:8800,
PDGFRB,NM_002609,HGNC:8804,
PDHA1,NM_000284,HGNC:8806,
PDHX,NM_003477,HGNC:21350,
PDK3,NM_005391,HGNC:8811,
PDYN,NM_024411,HGNC:8820,
PET100,NM_001171155,HGNC:40038,
PEX1,NM_000466,HGNC:8850,
PEX10,NM_153818,HGNC:8851,
PEX11B,NM_003846,HGNC:8853,
PEX12,NM_000286,HGNC:8854,
PEX13,NM_002618,HGNC:8855,
PEX14,NM_004565,HGNC:8856,
PEX16,NM_057174,HGNC:8857,
PEX19,NM_002857,HGNC:9713,
PEX2,NM_000318,HGNC:9717,
PEX26,NM_017929,HGNC:22965,
PEX3,NM_003630,HGNC:8858,
PEX5,NM_000319,HGNC:9719,
PEX6,NM_000287,HGNC:8859,
PEX7,NM_000288,HGNC:8860,
PFKM,NM_000289,HGNC:8877,
PFN1,NM_005022,HGNC:8881,
PHKA1,NM_002637,HGNC:8925,
PHYH,NM_006214,HGNC:8940,
PIEZO2,NM_022068,HGNC:26270,
PIGA,NM_002641,HGNC:8957,
PINK1,NM_032409,HGNC:14581,
PLA2G4A,NM_024420,HGNC:9035,
PLA2G6,NM_003560,HGNC:9039,
PLAT,NM_000930,HGNC:9051,
PLAU,NM_002658,HGNC:9052,
PLEC,NM_000445,HGNC:9069,
PLEKHG5,NM_020631,HGNC:29105,
PLG,NM_000301,HGNC:9071,
PLP1,NM_000533,HGNC:9086,
PMM2,NM_000303,HGNC:9115,
PMP2,NM_002677,HGNC:9117,
PMP22,NM_000304,HGNC:9118,
PNKD,NM_015488,HGNC:9153,
PNKP,NM_007254,HGNC:9154,
PNPLA6,NM_001166111,HGNC:16268,
POGLUT1,NM_152305,HGNC:22954,
POLG,NM_002693,HGNC:9179,
POLH,NM_006502,HGNC:9181,
POLR1C,NM_203290,HGNC:20194,
POLR3A,NM_007055,HGNC:30074,
POLR3B,NM_018082,HGNC:30348,
POMGNT1,NM_017739,HGNC:19139,
POMGNT2,NM_032806,HGNC:25902,
POMK,NM_032237,HGNC:26267,
POMT1,NM_007171,HGNC:9202,
POMT2,NM_013382,HGNC:19743,
PPA2,NM_176869,HGNC:28883,
PPOX,NM_001122764,HGNC:9280,
PPP2R2B,NM_181675,HGNC:9305,
PRDM12,NM_021619,HGNC:13997,
PRIMPOL,NM_152683,HGNC:26575,
PRKACG,NM_002732,HGNC:9382,
PRKCG,NM_002739,HGNC:9402,
PRKN,NM_004562,HGNC:8607,
PRKRA,NM_003690,HGNC:9438,
PRNP,NM_000311,HGNC:9449,
PROC,NM_000312,HGNC:9451,
PROCR,NM_006404,HGNC:9452,
PROS1,NM_000313,HGNC:9456,
PROZ,NM_003891,HGNC:9460,
PRPH,NM_006262,HGNC:9461,
PRPS1,NM_002764,HGNC:9462,
PRRT2,NM_145239,HGNC:30500,
PRX,NM_181882,HGNC:13797,
PSAP,NM_002778,HGNC:9498,
PSEN1,NM_000021,HGNC:9508,
PSEN2,NM_000447,HGNC:9509,
PTCH1,NM_000264,HGNC:9585,
PTCH1,NM_001083603,HGNC:9585,
PTEN,NM_000314,HGNC:9588,
PTGS1,NM_000962,HGNC:9604,
PTPN11,NM_002834,HGNC:9644,
PTPRJ,NM_002843,HGNC:9673,
PTRH2,NM_016077,HGNC:24265,
PTS,NM_000317,HGNC:9689,
PYGM,NM_005609,HGNC:9726,
PYROXD1,NM_024854,HGNC:26162,
QDPR,NM_000320,HGNC:9752,
RAB39B,NM_171998,HGNC:16499,
RAB7A,NM_004637,HGNC:9788,
RAD51,NM_002875,HGNC:9817,
RAD51C,NM_058216,HGNC:9820,
RASGRP2,NM_153819,HGNC:9879,
RBM8A,NM_005105,HGNC:9905,
REEP1,NM_001164730,HGNC:25786,
REEP2,NM_016606,HGNC:17975,
RETREG1,NM_001034850,HGNC:25964,
RFC1,NM_002913,HGNC:9969,
RFC2,NM_181471,HGNC:9970,
RFC3,NM_002915,HGNC:9971,
RFC4,NM_002916,HGNC:9972,
RFC5,NM_007370,HGNC:9973,
RGS2,NM_002923,HGNC:9998,
RNASEH2A,NM_006397,HGNC:18518,
RNASEH2B,NM_024570,HGNC:25671,
RNASEH2C,NM_032193,HGNC:24116,
RNASET2,NM_003730,HGNC:21686,
RNF113A,NM_006978,HGNC:12974,
RNF216,NM_207111,HGNC:21698,
RPS6KA3,NM_004586,HGNC:10432,
RTN2,NM_005619,HGNC:10468,
RUNX1,NM_001754,HGNC:10471,
RXYLT1,NM_014254,HGNC:13530,
RYR1,NM_000540,HGNC:10483,
RYR3,NM_001036,HGNC:10485,
SACS,NM_014363,HGNC:10519,
SAMHD1,NM_015474,HGNC:15925,
SBF1,NM_002972,HGNC:10542,
SBF2,NM_030962,HGNC:2135,
SCARB2,NM_005506,HGNC:1665,
SCN10A,NM_006514,HGNC:10582,
SCN11A,NM_014139,HGNC:10583,
SCN1A,NM_006920,HGNC:10585,
SCN4A,NM_000334,HGNC:10591,
SCN8A,NM_001330260,HGNC:10596,
SCN8A,NM_014191,HGNC:10596,
SCN9A,NM_002977,HGNC:10597,
SCYL1,NM_020680,HGNC:14372,
SELENON,NM_020451,HGNC:15999,
SEPTIN9,NM_001113491,HGNC:7323,
SERAC1,NM_032861,HGNC:21061,
SERPINC1,NM_000488,HGNC:775,
SERPIND1,NM_000185,HGNC:4838,
SERPINE1,NM_000602,HGNC:8583,
SERPINF2,NM_000934,HGNC:9075,
SETX,NM_015046,HGNC:445,
SGCA,NM_000023,HGNC:10805,
SGCB,NM_000232,HGNC:10806,
SGCD,NM_000337,HGNC:10807,
SGCE,NM_003919,HGNC:10808,
SGCG,NM_000231,HGNC:10809,
SH3TC2,NM_024577,HGNC:29427,
SIGMAR1,NM_005866,HGNC:8157,
SIL1,NM_022464,HGNC:24624,
SLC12A6,NM_001365088,HGNC:10914,
SLC16A2,NM_006517,HGNC:10923,
SLC19A3,NM_025243,HGNC:16266,
SLC1A3,NM_004172,HGNC:10941,
SLC1A4,NM_003038,HGNC:10942,
SLC20A2,NM_006749,HGNC:10947,
SLC25A19,NM_001126121,HGNC:14409,
SLC25A4,NM_001151,HGNC:10990,
SLC25A42,NM_178526,HGNC:28380,
SLC25A46,NM_138773,HGNC:25198,
SLC2A1,NM_006516,HGNC:11005,
SLC30A10,NM_018713,HGNC:25355,
SLC39A14,NM_001128431,HGNC:20858,
SLC45A2,NM_016180,HGNC:16472,
SLC52A2,NM_024531,HGNC:30224,
SLC52A3,NM_033409,HGNC:16187,
SLC5A7,NM_021815,HGNC:14025,
SLC6A3,NM_001044,HGNC:11049,
SLC6A5,NM_004211,HGNC:11051,
SLC6A8,NM_005629,HGNC:11055,
SLFN14,NM_001129820,HGNC:32689,
SLX4,NM_032444,HGNC:23845,
SMAD4,NM_005359,HGNC:6770,
SMCHD1,NM_015295,HGNC:29090,
SMN1,NM_000344,HGNC:11117,
SNCA,NM_000345,HGNC:11138,
SNCB,NM_003085,HGNC:11140,
SNORD118,NR_033294,HGNC:32952,
SNX14,NM_153816,HGNC:14977,
SOD1,NM_000454,HGNC:11179,
SOX10,NM_006941,HGNC:11190,
SPART,NM_015087,HGNC:18514,
SPAST,NM_014946,HGNC:11233,
SPEG,NM_005876,HGNC:16901,
SPG11,NM_025137,HGNC:11226,
SPG21,NM_016630,HGNC:20373,
SPG7,NM_003119,HGNC:11237,
SPR,NM_003124,HGNC:11257,
SPTLC1,NM_006415,HGNC:11277,
SPTLC2,NM_004863,HGNC:11278,
SQSTM1,NM_003900,HGNC:11280,
SRC,NM_005417,HGNC:11283,
SS18L1,NM_198935,HGNC:15592,
STAC3,NM_145064,HGNC:28423,
STIM1,NM_003156,HGNC:11386,
STUB1,NM_005861,HGNC:11427,
STXBP2,NM_006949,HGNC:11445,
SUCLA2,NM_003850,HGNC:11448,
SUOX,NM_000456,HGNC:11460,
SURF1,NM_003172,HGNC:11474,
SVIL,NM_021738,HGNC:11480,
SYNE1,NM_182961,HGNC:17089,
SYNE2,NM_182914,HGNC:17084,
SYNJ1,NM_003895,HGNC:11503,
TAF1,NM_004606,HGNC:11535,
TARDBP,NM_007375,HGNC:11571,
TARS1,NM_152295,HGNC:11572,
TBK1,NM_013254,HGNC:11584,
TBXA2R,NM_201636,HGNC:11608,
TBXAS1,NM_001061,HGNC:11609,
TCAP,NM_003673,HGNC:11610,
TECPR2,NM_014844,HGNC:19957,
TFG,NM_006070,HGNC:11758,
TFPI,NM_006287,HGNC:11760,
TGM6,NM_198994,HGNC:16255,
TH,NM_199292,HGNC:11782,
THAP1,NM_018105,HGNC:20856,
THBD,NM_000361,HGNC:11784,
THPO,NM_000460,HGNC:11795,
TIMM8A,NM_004085,HGNC:11817,
TMEM240,NM_001114748,HGNC:25186,
TNNC2,NM_003279,HGNC:11944,
TNNI2,NM_003282,HGNC:11946,
TNNT1,NM_003283,HGNC:11948,
TNNT3,NM_006757,HGNC:11950,
TNPO3,NM_012470,HGNC:17103,
TNXB,NM_019105,HGNC:11976,
TOP3A,NM_004618,HGNC:11992,
TOR1A,NM_000113,HGNC:3098,
TPK1,NM_022445,HGNC:17358,
TPM2,NM_003289,HGNC:12011,
TPM3,NM_152263,HGNC:12012,
TPM4,NM_003290,HGNC:12013,
TPP1,NM_000391,HGNC:2073,
TRAPPC11,NM_021942,HGNC:25751,
TRDN,NM_006073,HGNC:12261,
TREM2,NM_018965,HGNC:17761,
TREX1,NM_033629,HGNC:12269,
TRIM2,NM_015271,HGNC:15974,
TRIM32,NM_012210,HGNC:16380,
TRIP4,NM_016213,HGNC:12310,
TRPA1,NM_007332,HGNC:497,
TRPM7,NM_017672,HGNC:17994,
TRPV4,NM_021625,HGNC:18083,
TTBK2,NM_173500,HGNC:19141,
TTC19,NM_017775,HGNC:26006,
TTN,NM_001267550,HGNC:12403,
TTPA,NM_000370,HGNC:12404,
TTR,NM_000371,HGNC:12405,
TUBA4A,NM_006000,HGNC:12407,
TUBB1,NM_030773,HGNC:16257,
TUBB3,NM_006086,HGNC:20772,
TUBB4A,NM_006087,HGNC:20774,
TWNK,NM_021830,HGNC:1160,
TYMP,NM_001257989,HGNC:3148,
TYROBP,NM_003332,HGNC:12449,
UBAP1,NM_016525,HGNC:12461,
UBE2T,NM_014176,HGNC:25009,
UBQLN2,NM_013444,HGNC:12509,
UCHL1,NM_004181,HGNC:12513,
UNC13D,NM_199242,HGNC:23147,
UNC45B,NM_001267052,HGNC:14304,
UVSSA,NM_020894,HGNC:29304,
VAC14,NM_018052,HGNC:25507,
VAMP1,NM_014231,HGNC:12642,
VAMP2,NM_014232,HGNC:12643,
VAPB,NM_004738,HGNC:12649,
VCP,NM_007126,HGNC:12666,
VIPAS39,NM_022067,HGNC:20347,
VKORC1,NM_024006,HGNC:23663,
VMA21,NM_001017980,HGNC:22082,
VPS13A,NM_033305,HGNC:1908,
VPS13C,NM_020821,HGNC:23594,
VPS13D,NM_015378,HGNC:23595,
VPS33B,NM_018668,HGNC:12712,
VPS35,NM_018206,HGNC:13487,
VPS37A,NM_152415,HGNC:24928,
VRK1,NM_003384,HGNC:12718,
VWF,NM_000552,HGNC:12726,
WARS1,NM_004184,HGNC:12729,
WAS,NM_000377,HGNC:12731,
WASHC5,NM_014846,HGNC:28984,
WDR4,NM_018669,HGNC:12756,
WDR45,NM_001029896,HGNC:28912,
WDR45B,NM_019613,HGNC:25072,
WDR48,NM_020839,HGNC:30914,
WDR73,NM_032856,HGNC:25928,
WFS1,NM_006005,HGNC:12762,
WNK1,NM_018979,HGNC:14540,
WWOX,NM_016373,HGNC:12799,
XIRP2,NM_152381,HGNC:14303,
XK,NM_021083,HGNC:12811,
XPA,NM_000380,HGNC:12814,
XPC,NM_004628,HGNC:12816,
XPR1,NM_004736,HGNC:12827,
XRCC1,NM_006297,HGNC:12828,
XRCC2,NM_005431,HGNC:12829,
XRCC4,NM_003401,HGNC:12831,
YARS1,NM_003680,HGNC:12840,
YY1,NM_003403,HGNC:12856,
ZFYVE26,NM_015346,HGNC:20761,
ZSWIM6,NM_020928,HGNC:29316,
,,,
,,,
chr,start,end,target
17,41233848,41234008,BRCA1_IN12_2
17,41234197,41234357,BRCA1_IN12_1
17,41234663,41234823,BRCA1_IN11_1
17,41235012,41235172,BRCA1_IN11_2
17,41281042,41281202,BRCA1_PM_5_1
17,41286238,41286398,BRCA1_PM_5_2
17,41297651,41297811,BRCA1_PM_5_3
17,41322636,41322796,BRCA1_PM_5_4
